custname,region,partnum,revenue,cost,margin
BRYANT REFRACTORY CO.,01-East,733464500,6521.80,1037.29,5484.51
BRYANT REFRACTORY CO.,01-East,764481000,5838.00,2022.90,3815.10
BRYANT REFRACTORY CO.,01-East,764901061,5680.00,5968.00,-288.00
BRYANT REFRACTORY CO.,01-East,780680000,5280.00,2004.36,3275.64
BRYANT REFRACTORY CO.,01-East,733211050,5020.00,1118.20,3901.80
BRYANT REFRACTORY CO.,01-East,724071900,4959.36,1027.67,3931.69
BRYANT REFRACTORY CO.,01-East,764902000,4649.50,1762.14,2887.36
BRYANT REFRACTORY CO.,01-East,779956874,4387.46,2381.77,2005.69
BRYANT REFRACTORY CO.,01-East,779958171,4259.08,2514.04,1745.04
BRYANT REFRACTORY CO.,01-East,768141000,4107.50,815.88,3291.62
BRYANT REFRACTORY CO.,01-East,768241000,3889.75,1580.91,2308.84
BRYANT REFRACTORY CO.,01-East,764301000,3380.00,1525.36,1854.64
BRYANT REFRACTORY CO.,01-East,780640000,3340.92,1080.00,2260.92
BRYANT REFRACTORY CO.,01-East,779988828,3203.59,1584.96,1618.63
BRYANT REFRACTORY CO.,01-East,733525400,3004.50,428.50,2576.00
BRYANT REFRACTORY CO.,01-East,777642000,2578.80,1500.95,1077.85
BRYANT REFRACTORY CO.,01-East,739450000,2552.40,1301.16,1251.24
BRYANT REFRACTORY CO.,01-East,739541000,2519.42,501.34,2018.08
BRYANT REFRACTORY CO.,01-East,768221000,2496.00,459.94,2036.06
BRYANT REFRACTORY CO.,01-East,781940000,2353.58,485.42,1868.16
BRYANT REFRACTORY CO.,01-East,779956599,2340.00,1791.22,548.78
BRYANT REFRACTORY CO.,01-East,733151550,2282.40,334.16,1948.24
BRYANT REFRACTORY CO.,01-East,770540000,2277.46,184.78,2092.68
BRYANT REFRACTORY CO.,01-East,792785000,2193.12,479.91,1713.21
BRYANT REFRACTORY CO.,01-East,733141200,1976.40,373.85,1602.55
BRYANT REFRACTORY CO.,01-East,770450000,1958.40,199.22,1759.18
BRYANT REFRACTORY CO.,01-East,737871000,1906.24,279.74,1626.50
BRYANT REFRACTORY CO.,01-East,770220000,1829.40,169.53,1659.87
BRYANT REFRACTORY CO.,01-East,754285000,1764.56,1147.22,617.34
BRYANT REFRACTORY CO.,01-East,791003500,1746.00,432.93,1313.07
BRYANT REFRACTORY CO.,01-East,766001000,1450.00,399.45,1050.55
BRYANT REFRACTORY CO.,01-East,734651200,1431.10,407.01,1024.09
BRYANT REFRACTORY CO.,01-East,737009842,1397.68,2507.20,-1109.52
BRYANT REFRACTORY CO.,01-East,770280000,1340.00,160.05,1179.95
BRYANT REFRACTORY CO.,01-East,764221000,1176.00,406.16,769.84
BRYANT REFRACTORY CO.,01-East,737009844,1166.64,756.56,410.08
BRYANT REFRACTORY CO.,01-East,781580000,1040.00,636.71,403.29
BRYANT REFRACTORY CO.,01-East,766021000,995.00,303.72,691.28
BRYANT REFRACTORY CO.,01-East,737821000,989.70,334.62,655.08
BRYANT REFRACTORY CO.,01-East,779958693,920.64,556.24,364.40
BRYANT REFRACTORY CO.,01-East,733403200,919.60,99.17,820.43
BRYANT REFRACTORY CO.,01-East,770200000,813.60,84.82,728.78
BRYANT REFRACTORY CO.,01-East,770320000,778.00,111.14,666.86
BRYANT REFRACTORY CO.,01-East,770222000,739.50,68.04,671.46
BRYANT REFRACTORY CO.,01-East,771132000,729.70,35.80,693.90
BRYANT REFRACTORY CO.,01-East,768750000,663.12,144.72,518.40
BRYANT REFRACTORY CO.,01-East,733725500,637.20,199.11,438.09
BRYANT REFRACTORY CO.,01-East,793540000,492.00,115.87,376.13
BRYANT REFRACTORY CO.,01-East,768211000,465.20,89.76,375.44
BRYANT REFRACTORY CO.,01-East,740023000,463.68,119.31,344.37
BRYANT REFRACTORY CO.,01-East,734822000,457.70,160.95,296.75
BRYANT REFRACTORY CO.,01-East,770210000,440.00,63.04,376.96
BRYANT REFRACTORY CO.,01-East,733444100,436.60,156.66,279.94
BRYANT REFRACTORY CO.,01-East,792620000,427.60,86.74,340.86
BRYANT REFRACTORY CO.,01-East,792783000,414.00,90.01,323.99
BRYANT REFRACTORY CO.,01-East,754087000,331.44,142.20,189.24
BRYANT REFRACTORY CO.,01-East,764761000,319.20,94.43,224.77
BRYANT REFRACTORY CO.,01-East,733151600,310.00,46.64,263.36
BRYANT REFRACTORY CO.,01-East,734311100,291.44,33.70,257.74
BRYANT REFRACTORY CO.,01-East,793320000,262.00,117.93,144.07
BRYANT REFRACTORY CO.,01-East,733423600,244.80,45.08,199.72
BRYANT REFRACTORY CO.,01-East,733423700,232.96,36.22,196.74
BRYANT REFRACTORY CO.,01-East,768751000,232.80,48.25,184.55
BRYANT REFRACTORY CO.,01-East,734611100,228.08,107.82,120.26
BRYANT REFRACTORY CO.,01-East,779181000,65.91,20.63,45.28
BUFFALO DENTAL,01-East,740063000,1898.40,356.52,1541.88
BURKHART REFRACTORY INST.,01-East,734311100,196.00,33.70,162.30
BURNHAM INSULATION,01-East,739541000,259.20,90.50,168.70
BURNHAM INSULATION,01-East,764901000,100.50,16.01,84.49
C & E RECLAMATION INC.,01-East,739390000,9509.76,5823.36,3686.40
C & E RECLAMATION INC.,01-East,777904301,2962.50,1174.68,1787.82
C & E RECLAMATION INC.,01-East,739370000,1138.56,414.72,723.84
C & E RECLAMATION INC.,01-East,773501000,926.10,394.18,531.92
C & E RECLAMATION INC.,01-East,773131000,690.90,138.16,552.74
C & E RECLAMATION INC.,01-East,733151500,472.00,54.11,417.89
C M FURNACE INC,01-East,738521000,15802.88,5509.46,10293.42
C M FURNACE INC,01-East,738542000,2603.76,997.55,1606.21
C M FURNACE INC,01-East,733525400,576.00,74.13,501.87
CABOT CORP,01-East,724261200,826.00,98.66,727.34
CAMERON MANUFACTURING,01-East,770372000,1078.00,44.11,1033.89
CAPITAL HARDWARE/ELGEN,01-East,735602000,82870.00,31641.00,51229.00
CAPITAL HARDWARE/ELGEN,01-East,735602110,15840.00,6426.23,9413.77
CARBOLINE COMPANY,01-East,720252303,214384.50,6059.96,208324.54
CARBOLINE COMPANY,01-East,723800000,166018.50,41260.90,124757.60
CARBOLINE COMPANY,01-East,734000008,16038.00,6792.87,9245.13
CARBONYX CARBON TECH.,01-East,764951600,75075.84,37675.72,37400.12
CARBONYX CARBON TECH.,01-East,766122000,51460.00,35665.08,15794.92
CARBONYX CARBON TECH.,01-East,764951800,32686.08,16025.28,16660.80
CARBONYX CARBON TECH.,01-East,734361300,32175.00,9647.26,22527.74
CARBONYX CARBON TECH.,01-East,764952100,20832.00,9180.24,11651.76
CARBONYX CARBON TECH.,01-East,764821000,13802.00,6327.47,7474.53
CARBONYX CARBON TECH.,01-East,764951700,12257.28,6183.20,6074.08
CARBONYX CARBON TECH.,01-East,764951900,5617.92,2837.06,2780.86
CARBONYX CARBON TECH.,01-East,734351200,4050.00,1255.14,2794.86
CARBONYX CARBON TECH.,01-East,766121000,2490.00,1634.93,855.07
CARBONYX CARBON TECH.,01-East,764822010,1273.00,591.57,681.43
CARDINDAL FG,01-East,738521000,40364.80,16199.33,24165.47
CARDINDAL FG,01-East,727000140,2312.00,167.14,2144.86
CARRIER ENTERPRISE NE LLC,01-East,735602000,70800.00,23715.15,47084.85
CARRIER ENTERPRISE NE LLC,01-East,735602010,1617.00,642.19,974.81
CARRIER ENTERPRISE NE LLC,01-East,764821000,1073.60,122.86,950.74
CARRIER ENTERPRISE NE LLC,01-East,764901000,265.50,32.28,233.22
CASCADE DESIGNS,01-East,770372000,7882.00,370.85,7511.15
CASHCO INC.,01-East,737201000,3106.56,518.48,2588.08
CASSO SOLAR,01-East,734211200,486.92,46.76,440.16
CBOL CORPORATION,01-East,733648000,51845.10,21521.81,30323.29
CBOL CORPORATION,01-East,732820000,10657.92,462.12,10195.80
CBOL CORPORATION,01-East,733151600,472.00,53.12,418.88
CDI WORLDWIDE,01-East,768241000,1457.00,70.76,1386.24
"CEI ENTERPRISES, INC.",01-East,770300000,4380.75,341.31,4039.44
"CEI ENTERPRISES, INC.",01-East,734711100,1704.96,244.80,1460.16
CENTRAL GLASS PRODUCT INC,01-East,733464600,298.00,31.31,266.69
CERALINK INC.,01-East,779989990,422.56,132.34,290.22
CERAMASPEED,01-East,727000440,220614.00,137628.01,82985.99
CERAMATERIALS,01-East,764863000,603.00,256.34,346.66
CERAMATERIALS,01-East,764827000,596.00,363.85,232.15
CERAMIC MAGNETICS,01-East,737861000,9897.84,1089.64,8808.20
CERAMIC MAGNETICS,01-East,775061000,589.00,430.10,158.90
CERAMIC MAGNETICS,01-East,776201000,124.20,54.85,69.35
CERAMIC SYSTEMS INC.,01-East,793330000,317490.00,73731.26,243758.74
CERAMIC SYSTEMS INC.,01-East,764521000,87523.00,44020.15,43502.85
CERAMIC SYSTEMS INC.,01-East,766121000,73390.00,37439.34,35950.66
CERAMIC SYSTEMS INC.,01-East,793530000,49057.92,27460.84,21597.08
CERAMIC SYSTEMS INC.,01-East,766004000,42012.00,23820.53,18191.47
CERAMIC SYSTEMS INC.,01-East,764821000,37900.00,15587.84,22312.16
CERAMIC SYSTEMS INC.,01-East,764822000,36120.00,14750.75,21369.25
CERAMIC SYSTEMS INC.,01-East,766122000,35680.00,18802.49,16877.51
CERAMIC SYSTEMS INC.,01-East,766045000,31680.00,15251.30,16428.70
CERAMIC SYSTEMS INC.,01-East,764528100,23616.00,10288.16,13327.84
CERAMIC SYSTEMS INC.,01-East,764601000,21800.00,9494.41,12305.59
CERAMIC SYSTEMS INC.,01-East,766005000,21458.00,13075.45,8382.55
CERAMIC SYSTEMS INC.,01-East,764523000,17211.00,9161.74,8049.26
CERAMIC SYSTEMS INC.,01-East,764522000,16310.00,8215.29,8094.71
CERAMIC SYSTEMS INC.,01-East,793280074,13026.00,13067.82,-41.82
CERAMIC SYSTEMS INC.,01-East,764481000,12978.00,6485.36,6492.64
CERAMIC SYSTEMS INC.,01-East,764781000,11646.00,5796.96,5849.04
CERAMIC SYSTEMS INC.,01-East,764901000,9710.00,4187.06,5522.94
CERAMIC SYSTEMS INC.,01-East,727000140,8413.20,2589.17,5824.03
CERAMIC SYSTEMS INC.,01-East,764907010,8142.50,5049.63,3092.87
CERAMIC SYSTEMS INC.,01-East,764528510,7800.00,4433.24,3366.76
CERAMIC SYSTEMS INC.,01-East,766001000,7600.00,5036.34,2563.66
CERAMIC SYSTEMS INC.,01-East,733525500,2190.00,780.35,1409.65
CERAMIC SYSTEMS INC.,01-East,766081010,1458.00,654.58,803.42
CERAMIC SYSTEMS INC.,01-East,785890000,1245.75,470.23,775.52
CERAMIC SYSTEMS INC.,01-East,764761000,1180.00,588.16,591.84
CERAMIC SYSTEMS INC.,01-East,766162000,994.00,675.71,318.29
CERAMIC SYSTEMS INC.,01-East,764341000,810.00,359.80,450.20
CERAMIC SYSTEMS INC.,01-East,764561000,288.00,167.98,120.02
CERAMIC SYSTEMS INC.,01-East,764861000,258.75,116.27,142.48
CERAMIC SYSTEMS INC.,01-East,764902000,75.00,31.93,43.07
CERAMIC SYSTEMS INC.,01-East,733464500,73.00,29.52,43.48
CERAMSOURECE INC.,01-East,770600000,3245.20,1717.90,1527.30
CERAMSOURECE INC.,01-East,770830000,1343.20,805.51,537.69
CERAMSOURECE INC.,01-East,770570000,377.40,201.46,175.94
CERAMSOURECE INC.,01-East,764785000,274.00,146.72,127.28
CHANDLER ENGINEERING,01-East,733444100,332.00,75.04,256.96
CHEF MART RESTAURANT,01-East,735602000,25440.00,8284.44,17155.56
CHIZ BROS INC,01-East,764348000,20269.20,13106.80,7162.40
CHIZ BROS INC,01-East,740402402,14520.00,3675.39,10844.61
CHIZ BROS INC,01-East,738561000,10315.20,7432.32,2882.88
CHIZ BROS INC,01-East,779440100,3762.00,605.35,3156.65
CHIZ BROS INC,01-East,770560000,2999.40,430.45,2568.95
CHIZ BROS INC,01-East,734351200,2977.00,294.47,2682.53
CHIZ BROS INC,01-East,777902700,2597.49,1141.55,1455.94
CHIZ BROS INC,01-East,779959870,1763.20,880.96,882.24
CHIZ BROS INC,01-East,737912200,918.00,272.84,645.16
CHIZ BROS INC,01-East,764862000,790.80,157.11,633.69
CHIZ BROS INC,01-East,775201000,688.00,515.80,172.20
CHIZ BROS INC,01-East,779957054,448.40,224.48,223.92
CHIZ BROS INC,01-East,734611100,262.58,53.92,208.66
CHIZ BROS INC,01-East,734651200,218.16,36.75,181.41
CHIZ BROS INC,01-East,779959135,180.00,111.60,68.40
CHIZ BROS INC,01-East,774981100,65.50,49.04,16.46
CHIZ BROS INC,01-East,767500000,32.70,17.45,15.25
CHRISTY CATALYTICS LLC,01-East,734830000,246.00,44.64,201.36
CHRISTY INDUSTRIAL SERVIC,01-East,765661000,41532.00,13318.44,28213.56
CHRISTY INDUSTRIAL SERVIC,01-East,770330000,21974.00,3034.60,18939.40
CHRISTY INDUSTRIAL SERVIC,01-East,780770000,18746.70,5877.30,12869.40
CHRISTY INDUSTRIAL SERVIC,01-East,727041000,12000.00,1187.73,10812.27
CHRISTY INDUSTRIAL SERVIC,01-East,734990000,7746.24,1978.12,5768.12
CHRISTY INDUSTRIAL SERVIC,01-East,764821000,6360.00,3071.59,3288.41
CHRISTY INDUSTRIAL SERVIC,01-East,780290000,6127.20,3495.24,2631.96
CHRISTY INDUSTRIAL SERVIC,01-East,780650000,5207.80,2322.56,2885.24
CHRISTY INDUSTRIAL SERVIC,01-East,780720000,3963.60,1115.32,2848.28
CHRISTY INDUSTRIAL SERVIC,01-East,765651000,3840.00,1311.90,2528.10
CHRISTY INDUSTRIAL SERVIC,01-East,754087000,2704.00,1810.42,893.58
CHRISTY INDUSTRIAL SERVIC,01-East,779957722,2676.00,1781.98,894.02
CHRISTY INDUSTRIAL SERVIC,01-East,754085000,2449.20,1492.72,956.48
CHRISTY INDUSTRIAL SERVIC,01-East,777642000,1722.00,475.05,1246.95
CHRISTY INDUSTRIAL SERVIC,01-East,733211000,1685.40,343.36,1342.04
CHRISTY INDUSTRIAL SERVIC,01-East,764781000,1590.00,1022.26,567.74
CHRISTY INDUSTRIAL SERVIC,01-East,737311000,1284.96,273.31,1011.65
CHRISTY INDUSTRIAL SERVIC,01-East,734810000,938.00,750.51,187.49
CHRISTY INDUSTRIAL SERVIC,01-East,766081010,868.00,145.46,722.54
CHRISTY INDUSTRIAL SERVIC,01-East,738561000,755.52,372.41,383.11
CHRISTY INDUSTRIAL SERVIC,01-East,764785000,530.00,146.72,383.28
CHRISTY INDUSTRIAL SERVIC,01-East,777650000,356.60,285.32,71.28
CHRISTY INDUSTRIAL SERVIC,01-East,780690000,354.96,127.26,227.70
CHRISTY INDUSTRIAL SERVIC,01-East,764761000,204.00,61.43,142.57
CHRISTY INDUSTRIAL SERVIC,01-East,767990000,160.50,58.98,101.52
CHRISTY INDUSTRIAL SERVIC,01-East,766121000,95.80,54.50,41.30
CHRISTY INDUSTRIAL SERVIC,01-East,779987255,56.00,23.18,32.82
CHRISTY REFRACTORIES CO,01-East,764764010,87014.40,54086.18,32928.22
CHRISTY REFRACTORIES CO,01-East,727000060,77036.00,25833.63,51202.37
CHRISTY REFRACTORIES CO,01-East,720474000,76366.25,12958.70,63407.55
CHRISTY REFRACTORIES CO,01-East,733182300,61281.84,31628.98,29652.86
CHRISTY REFRACTORIES CO,01-East,764030000,54407.20,28111.03,26296.17
CHRISTY REFRACTORIES CO,01-East,730552560,37535.00,5813.35,31721.65
CHRISTY REFRACTORIES CO,01-East,764264056,35322.00,24085.99,11236.01
CHRISTY REFRACTORIES CO,01-East,764301000,32951.90,19151.41,13800.49
CHRISTY REFRACTORIES CO,01-East,777750074,32766.72,27531.00,5235.72
CHRISTY REFRACTORIES CO,01-East,764901000,32424.30,17324.77,15099.53
CHRISTY REFRACTORIES CO,01-East,764821000,29179.00,13658.64,15520.36
CHRISTY REFRACTORIES CO,01-East,739741100,28341.51,16475.47,11866.04
CHRISTY REFRACTORIES CO,01-East,733481000,28140.00,14458.84,13681.16
CHRISTY REFRACTORIES CO,01-East,764865100,24444.00,14164.82,10279.18
CHRISTY REFRACTORIES CO,01-East,777780074,20694.80,16416.40,4278.40
CHRISTY REFRACTORIES CO,01-East,738521000,20080.78,16796.48,3284.30
CHRISTY REFRACTORIES CO,01-East,734211200,12406.61,1721.98,10684.63
CHRISTY REFRACTORIES CO,01-East,734990000,12375.36,3305.15,9070.21
CHRISTY REFRACTORIES CO,01-East,734000000,11820.60,1517.87,10302.73
CHRISTY REFRACTORIES CO,01-East,734173000,11627.35,3161.64,8465.71
CHRISTY REFRACTORIES CO,01-East,766261020,10584.00,6168.11,4415.89
CHRISTY REFRACTORIES CO,01-East,770220000,9849.00,916.61,8932.39
CHRISTY REFRACTORIES CO,01-East,733182390,9801.15,4095.04,5706.11
CHRISTY REFRACTORIES CO,01-East,733505300,9480.00,1612.13,7867.87
CHRISTY REFRACTORIES CO,01-East,733721000,9028.80,2825.41,6203.39
CHRISTY REFRACTORIES CO,01-East,732429400,8688.50,997.20,7691.30
CHRISTY REFRACTORIES CO,01-East,770560000,8373.20,692.13,7681.07
CHRISTY REFRACTORIES CO,01-East,764340523,7978.50,8074.53,-96.03
CHRISTY REFRACTORIES CO,01-East,764481000,7457.10,2826.95,4630.15
CHRISTY REFRACTORIES CO,01-East,771500000,7112.48,516.02,6596.46
CHRISTY REFRACTORIES CO,01-East,777601000,6896.90,2040.14,4856.76
CHRISTY REFRACTORIES CO,01-East,733182380,6706.05,2801.85,3904.20
CHRISTY REFRACTORIES CO,01-East,733202000,5394.48,3127.98,2266.50
CHRISTY REFRACTORIES CO,01-East,764822000,5394.40,1558.28,3836.12
CHRISTY REFRACTORIES CO,01-East,727000025,5338.50,2502.95,2835.55
CHRISTY REFRACTORIES CO,01-East,733464500,5305.50,812.07,4493.43
CHRISTY REFRACTORIES CO,01-East,734162000,5286.93,2252.97,3033.96
CHRISTY REFRACTORIES CO,01-East,754925000,5168.40,1163.38,4005.02
CHRISTY REFRACTORIES CO,01-East,777750073,5019.58,2039.90,2979.68
CHRISTY REFRACTORIES CO,01-East,764561000,4743.50,3489.38,1254.12
CHRISTY REFRACTORIES CO,01-East,764781000,4439.00,2680.51,1758.49
CHRISTY REFRACTORIES CO,01-East,768241000,4429.00,900.79,3528.21
CHRISTY REFRACTORIES CO,01-East,734311100,4371.75,515.14,3856.61
CHRISTY REFRACTORIES CO,01-East,764601000,4324.80,2816.66,1508.14
CHRISTY REFRACTORIES CO,01-East,764341000,4213.70,3133.22,1080.48
CHRISTY REFRACTORIES CO,01-East,766162000,3949.00,570.34,3378.66
CHRISTY REFRACTORIES CO,01-East,777780073,3789.20,1618.09,2171.11
CHRISTY REFRACTORIES CO,01-East,733525500,3247.50,476.67,2770.83
CHRISTY REFRACTORIES CO,01-East,782070000,3241.44,1654.68,1586.76
CHRISTY REFRACTORIES CO,01-East,764261000,2907.80,1186.32,1721.48
CHRISTY REFRACTORIES CO,01-East,766121000,2765.60,403.00,2362.60
CHRISTY REFRACTORIES CO,01-East,764821161,2680.00,2976.00,-296.00
CHRISTY REFRACTORIES CO,01-East,733383000,2593.80,491.79,2102.01
CHRISTY REFRACTORIES CO,01-East,768242007,2528.00,1017.20,1510.80
CHRISTY REFRACTORIES CO,01-East,733211000,2513.00,532.04,1980.96
CHRISTY REFRACTORIES CO,01-East,764521000,2504.00,1327.10,1176.90
CHRISTY REFRACTORIES CO,01-East,733151600,2317.60,399.03,1918.57
CHRISTY REFRACTORIES CO,01-East,764461006,2236.00,1465.52,770.48
CHRISTY REFRACTORIES CO,01-East,740123000,2226.00,640.05,1585.95
CHRISTY REFRACTORIES CO,01-East,739561100,2157.79,653.24,1504.55
CHRISTY REFRACTORIES CO,01-East,779959904,2125.44,1410.70,714.74
CHRISTY REFRACTORIES CO,01-East,770240000,1946.25,202.89,1743.36
CHRISTY REFRACTORIES CO,01-East,739561200,1804.28,596.00,1208.28
CHRISTY REFRACTORIES CO,01-East,740382201,1800.00,594.28,1205.72
CHRISTY REFRACTORIES CO,01-East,768121000,1749.60,351.09,1398.51
CHRISTY REFRACTORIES CO,01-East,768231400,1746.00,958.78,787.22
CHRISTY REFRACTORIES CO,01-East,777730022,1729.98,1380.96,349.02
CHRISTY REFRACTORIES CO,01-East,770200000,1629.00,168.02,1460.98
CHRISTY REFRACTORIES CO,01-East,764761000,1530.80,821.49,709.31
CHRISTY REFRACTORIES CO,01-East,764487500,1480.00,757.91,722.09
CHRISTY REFRACTORIES CO,01-East,734151100,1285.86,301.83,984.03
CHRISTY REFRACTORIES CO,01-East,740382150,1254.96,548.62,706.34
CHRISTY REFRACTORIES CO,01-East,764523010,1139.80,923.51,216.29
CHRISTY REFRACTORIES CO,01-East,734132000,1109.60,313.31,796.29
CHRISTY REFRACTORIES CO,01-East,737311000,990.24,273.31,716.93
CHRISTY REFRACTORIES CO,01-East,764529600,864.00,368.44,495.56
CHRISTY REFRACTORIES CO,01-East,733444200,852.00,142.71,709.29
CHRISTY REFRACTORIES CO,01-East,777642000,850.40,253.37,597.03
CHRISTY REFRACTORIES CO,01-East,733211050,816.00,397.57,418.43
CHRISTY REFRACTORIES CO,01-East,764342000,800.40,209.07,591.33
CHRISTY REFRACTORIES CO,01-East,738542000,792.00,574.08,217.92
CHRISTY REFRACTORIES CO,01-East,764523504,771.00,586.35,184.65
CHRISTY REFRACTORIES CO,01-East,755125000,721.02,149.32,571.70
CHRISTY REFRACTORIES CO,01-East,739641100,695.19,412.29,282.90
CHRISTY REFRACTORIES CO,01-East,720455000,693.60,94.87,598.73
CHRISTY REFRACTORIES CO,01-East,770230000,693.00,73.92,619.08
CHRISTY REFRACTORIES CO,01-East,768221000,672.00,210.63,461.37
CHRISTY REFRACTORIES CO,01-East,764262000,656.00,446.16,209.84
CHRISTY REFRACTORIES CO,01-East,770300000,649.00,70.74,578.26
CHRISTY REFRACTORIES CO,01-East,770392000,445.40,41.51,403.89
CHRISTY REFRACTORIES CO,01-East,733725500,410.40,103.52,306.88
CHRISTY REFRACTORIES CO,01-East,724121700,352.00,162.85,189.15
CHRISTY REFRACTORIES CO,01-East,766122000,344.00,57.52,286.48
CHRISTY REFRACTORIES CO,01-East,768122000,293.40,58.22,235.18
CHRISTY REFRACTORIES CO,01-East,764482000,268.00,68.20,199.80
CHRISTY REFRACTORIES CO,01-East,727063000,261.60,33.59,228.01
CHRISTY REFRACTORIES CO,01-East,764526610,225.75,168.15,57.60
CHRISTY REFRACTORIES CO,01-East,734711100,203.51,40.72,162.79
CHRISTY REFRACTORIES CO,01-East,733444300,195.00,46.17,148.83
CHRISTY REFRACTORIES CO,01-East,775201000,179.60,130.63,48.97
CHRISTY REFRACTORIES CO,01-East,773591000,88.56,26.53,62.03
CHRISTY REFRACTORIES CO,01-East,774981100,78.73,35.92,42.81
CIMINI & ASSOCIATES,01-East,764261000,3460.00,183.76,3276.24
CLAUDIUS PETERS,01-East,724003000,2434.00,295.77,2138.23
CLIMATECH,01-East,733572750,193129.11,135159.39,57969.72
CLIMATECH,01-East,733572800,142823.27,110203.93,32619.34
CLIMATECH,01-East,733572600,48260.16,35261.01,12999.15
CLIMATECH,01-East,733572900,13847.04,9975.45,3871.59
CLINTON POTTERY,01-East,764821000,430.00,15.36,414.64
CLYDE BERGEMANN BACHMANN,01-East,768241000,47480.50,23217.78,24262.72
CLYDE BERGEMANN BACHMANN,01-East,733725500,10216.00,2235.97,7980.03
CLYDE BERGEMANN BACHMANN,01-East,768221000,8053.00,3863.70,4189.30
CLYDE BERGEMANN BACHMANN,01-East,734751200,6891.90,2329.58,4562.32
CLYDE BERGEMANN BACHMANN,01-East,734761300,2126.30,758.78,1367.52
CLYDE BERGEMANN BACHMANN,01-East,734651200,889.20,293.98,595.22
CLYDE BERGEMANN BACHMANN,01-East,734711100,817.12,270.80,546.32
CLYDE BERGEMANN BACHMANN,01-East,768222000,643.50,322.20,321.30
CLYDE BERGEMANN BACHMANN,01-East,768242000,572.00,353.28,218.72
CLYDE BERGEMANN BACHMANN,01-East,734611100,85.08,40.44,44.64
COASTAL IGNITION &,01-East,733151600,450.00,46.64,403.36
CODY SALES & SERVICE,01-East,737912200,326.50,45.47,281.03
COLORADO STATE UNIVERSITY,01-East,764483000,421.00,89.22,331.78
COLORADO STATE UNIVERSITY,01-East,764481000,346.00,16.94,329.06
COLUMBIA HELICOPTER,01-East,734351200,1945.80,147.24,1798.56
COLUMBIA HELICOPTER,01-East,770830000,1061.00,35.87,1025.13
COLUMBIA HELICOPTER,01-East,764521000,666.00,26.54,639.46
COLUMBIA MANUFACTURING IN,01-East,734121000,455.00,83.36,371.64
COLUMBIA MANUFACTURING IN,01-East,734132000,422.00,78.33,343.67
COMMERCIAL HEATING SUPPLY,01-East,739561100,1658.16,279.96,1378.20
COMPANIA NACIONAL,01-East,764821029,121817.10,34700.01,87117.09
COMPANIA NACIONAL,01-East,727000140,51075.36,9144.99,41930.37
COMPANIA NACIONAL,01-East,764821000,27328.00,6880.38,20447.62
COMPANIA NACIONAL,01-East,733151500,23664.00,5649.40,18014.60
COMPANIA NACIONAL,01-East,764821027,22300.00,6375.74,15924.26
COMPANIA NACIONAL,01-East,734000000,22186.50,3187.33,18999.17
COMPANIA NACIONAL,01-East,770222000,13738.75,2151.10,11587.65
COMPANIA NACIONAL,01-East,770560000,12240.00,1721.79,10518.21
COMPANIA NACIONAL,01-East,733444300,8870.00,2720.87,6149.13
COMPANIA NACIONAL,01-East,764901000,6882.75,1840.40,5042.35
COMPANIA NACIONAL,01-East,770220000,5595.00,885.98,4709.02
COMPANIA NACIONAL,01-East,733151600,4140.00,932.84,3207.16
COMPANIA NACIONAL,01-East,770260000,3780.00,676.28,3103.72
COMPANIA NACIONAL,01-East,770202000,3442.50,607.59,2834.91
